73,12,6
73,17,8
74,16,7
76,16,8
80,13,7
89,17,9
77,13,7
75,14,7
94,14,8
91,17,9
87,17,10
83,15,7
88,15,9
94,17,11
95,14,9
96,16,9
97,16,9
98,17,10
104,18,10
95,14,8
93,15,10
