40,120,22
43,150,25
42,148,24
43,152,25
45,153,24
46,151,23
44,152,24
45,151,23
44,152,23
41,149,23
41,146,22
43,152,25
43,150,23
38,144,23
39,141,23
37,135,23
40,145,26
42,148,23
39,146,23
39,147,23
