24,44,38
22,42,35
22,40,33
24,44,35
26,43,36
24,43,34
23,42,34
24,44,34
21,39,33
22,42,35
25,43,35
24,46,37
24,46,35
23,43,35
22,39,32
22,44,36
21,39,32
23,42,34
23,41,33
23,42,34
